region_cd,district_name,buld_gbn,floor_gbn,research_date,ratio_1b,ratio_1f,ratio_2f,ratio_3f,ratio_4f,ratio_5f,ratio_6f,ratio_11f,level_no_out
0200214,부산대학앞,2,1,201901,17.63710774,100.0,35.90927177,23.56820746,23.00299598,21.14811457,27.3163013,,3
0200N28,덕천역,2,1,201901,24.04009916,100.0,36.03803864,37.47497194,45.98277531,37.06391675,40.79402166,,3
0200N30,하단역,2,1,201901,26.18996876,100.0,48.35355786,46.02540419,40.50174706,34.38534708,18.87907338,,3
0500000,광주,1,0,201901,30.55927684,100.0,53.0370942,54.47944712,50.03219454,48.47813785,52.89647344,61.03998737,1
0600612,서대전네거리,1,1,201901,31.58213121,100.0,59.93049919,47.66387315,44.97109682,43.09054328,46.9199746,,3
0600616,유성온천역,2,1,201901,29.37348553,100.0,41.53373979,34.56951321,29.03750116,24.42797949,21.33970925,,3
0700000,울산,1,2,201901,54.10005965,100.0,64.29030103,52.49681784,47.90455131,37.19279062,42.2524922,50.30704062,1
0700711,삼산동,1,1,201901,13.60634224,100.0,49.99437524,46.23353962,43.00468099,41.66008369,42.15335028,,3
0800000,경기,1,2,201901,37.45549542,100.0,58.05532434,52.51586048,54.93827163,54.30883347,54.45729047,50.45229458,1
0800831,인계동,2,1,201901,27.02423041,100.0,48.60329853,41.09316928,40.32555007,36.64853357,32.40567976,,3
0800833,일산동구,1,2,201901,,,,,,,,,3
0800N42,광주시가지,2,1,201901,29.7779022,100.0,63.567789,35.18407488,36.13753653,30.85215909,30.41423241,,3
0800N45,신장/지산/서정,2,1,201901,32.09640962,100.0,53.31127433,41.08016316,37.22019654,44.2090118,,,3
0800N47,안양역,2,1,201901,25.63264116,100.0,39.36478379,26.82866342,23.68671248,22.24933039,22.00892819,,3
0800Y19N007,여주군청,2,1,201901,47.53732799,100.0,56.46541972,46.19363799,50.27200614,,,,3
0800Y19N009,하남원도심,2,1,201901,19.13575125,100.0,38.51976264,33.24551948,,,,,3
0900000,강원,1,0,201901,27.6107742,100.0,54.22146434,49.65038242,48.00893991,45.69107385,45.88753339,,1
0900N55,강릉교동,2,1,201901,28.68208091,100.0,50.10773139,34.82661307,38.46152257,36.1711954,35.20363217,,3
0900N57,속초중앙시장,2,1,201901,19.50295685,100.0,29.88480479,24.35479842,26.31042773,,,,3
1100Y19N012,합덕버스터미널,2,1,201901,27.21261279,100.0,43.94003026,22.49669041,,,,,3
1114148,한티역,3,1,201901,10.52463826,100.0,43.65688637,43.48481073,,,,,3
1200912,익산역,2,1,201901,25.48380704,100.0,37.5697988,28.72760808,24.73928455,15.67986555,,,3
1200N73,김제,2,1,201901,,100.0,47.33820188,33.89454442,,,,,3
1200N74,남원,2,1,201901,21.03185922,100.0,39.20476516,35.82763022,,,,,3
1200N76,정읍,2,1,201901,15.75754909,100.0,41.92324997,32.57263879,15.61833935,,,,3
1300N80,무선지구,2,1,201901,31.68163073,100.0,52.96089385,41.49671139,,,,,3
1300N86,하당신도심,2,1,201901,17.65051993,100.0,46.97318384,31.77925031,22.47401707,41.63460631,31.49315106,,3
1400873,포항,2,1,201901,20.22955089,100.0,38.47139409,26.98924274,31.30794907,40.82595645,58.15398835,,3
1500000,경남,1,2,201901,20.59379081,100.0,50.72229605,44.28270359,42.4941464,43.35065708,42.02314096,41.97627301,1
1500853,양산,2,1,201901,,100.0,38.61658252,29.27537762,18.25838085,18.24262282,,,3
1600N102,서귀포도심,2,1,201901,43.34835555,100.0,49.74439104,37.86926747,21.63899678,,,,3
2600114,민락공원,3,1,201901,15.62247642,100.0,48.98107492,44.08233506,41.99398358,43.37151047,39.95428252,,3
2800114,송도,3,1,201901,45.16301098,100.0,33.4816991,27.14901909,20.68343513,23.46853445,21.86625174,,3
2800115,인천논현역,3,1,201901,,100.0,27.00866348,22.53264572,18.69507363,17.28726019,16.19129968,,3
2900117,첨단2지구,3,1,201901,,100.0,39.14551332,32.8584704,31.5573655,24.80560614,23.90376256,,3
3000112,대전동구청,3,1,201901,,100.0,26.96267405,21.9353653,17.4378541,19.43739536,18.61461205,,3
3000115,목원대,3,1,201901,,100.0,44.68719758,36.81917506,38.2006197,37.73650577,40.54669989,,3
3600000,세종,3,1,201901,,100.0,44.09608007,31.64259397,26.29944114,30.02441836,30.88952294,,1
4100113,금릉역,3,1,201901,,100.0,37.89571486,28.57559493,26.95967119,26.10431446,27.20215107,,3
4100120,상중동,3,1,201901,20.34293099,100.0,35.10957575,28.32675411,19.64356668,17.85625823,16.31721357,,3
4100122,송내역,3,1,201901,17.08136393,100.0,43.01707475,29.66032578,26.26640305,22.99224607,20.05264729,,3
4100128,안산중앙역,3,1,201901,19.25608234,100.0,32.61623208,25.54487807,24.60053014,24.8747739,20.99563523,,3
4100130,야탑역,3,1,201901,19.75389852,100.0,41.0109872,25.11591915,21.55241141,20.90994653,20.49461199,,3
4100131,역곡역,3,1,201901,,100.0,52.25018352,37.27420901,30.7121252,30.35193259,34.27919048,,3
4100146,화정역,3,1,201901,7.743701999,100.0,21.50866898,15.43241957,14.44524733,13.13999167,13.98908532,,3
4100N212,고잔신도시,3,1,201901,,100.0,41.39711099,30.15485853,26.02204745,22.41803192,20.22978416,,3
4100N215,상록수역,3,1,201901,23.3940172,100.0,41.89748205,30.99021138,22.50136162,18.07947071,20.26054212,,3
4100N219,월피다이아몬드,3,1,201901,25.10439665,100.0,44.57248454,23.89577863,22.21957956,20.78176814,,,3
4100N220,한대앞역,3,1,201901,26.68145866,100.0,27.69527666,21.78419029,18.35308596,20.23457845,18.56937816,,3
4300112,오창호수공원,3,1,201901,50.53903658,100.0,42.3156023,45.57871278,43.18246111,41.78372951,35.30751941,,3
4300116,청주지방법원,3,1,201901,,100.0,38.92199043,28.04295367,19.03183717,19.41418978,17.72580645,,3
4400119,천안시청,3,1,201901,,100.0,36.35775268,28.59956871,25.87569998,25.94178743,26.35293501,,3
4600118,전남도청,3,1,201901,,100.0,45.74855273,27.54642392,22.14942627,22.39174253,25.8085102,,3
4800117,김해시 내외동,3,1,201901,,100.0,18.6998769,14.62766769,11.58665965,11.1414882,10.29161712,,3
4800119,양산역,3,1,201901,20.28911835,100.0,37.71863172,30.88490134,24.80999403,24.93363439,27.8743684,,3
4800N239,김해수리공원,3,1,201901,,100.0,23.49222837,19.63525548,17.54528164,15.16415942,15.56363935,,3
4800N240,김해장유,3,1,201901,,100.0,27.8962039,22.98068463,20.97221935,22.05579245,22.84348774,,3
0199Y20N012,잠실송파,2,1,202001,28.12271217,100.0,38.70160936,33.67285707,35.68708803,35.36577127,40.16741646,,3
0200Y20N013,서면전포,2,1,202001,21.31205293,100.0,34.23260728,24.9872364,21.8418157,21.17817942,23.04839776,,3
0200Y20N014,송정해수욕장,2,1,202001,,100.0,57.15976124,48.3812376,59.08483653,51.85745603,38.11663963,,3
0300Y20N016,동성로외곽,2,1,202001,19.26064006,100.0,45.75446223,36.44825264,32.84172301,45.73731815,,,3
0500Y20N020,용봉동,2,1,202001,28.21092137,100.0,46.77354742,45.4134637,57.58998564,,,,3
1200Y20N027,전주서부,2,1,202001,23.45466679,100.0,43.49389549,37.7761046,33.91730796,33.60586483,32.88780444,,3
1600Y20N030,중앙사거리,2,1,202001,25.18981624,100.0,49.32528264,40.72392131,43.79908302,44.14311493,51.32555835,,3
0114131N131,서래마을,2,1,202101,38.5635544,100.0,46.18591521,43.97836005,40.35631725,36.98105348,35.77543061,,3
0114139N138,양재역,2,1,202101,30.18060088,100.0,50.4636262,45.94231149,48.53619083,41.47934964,33.51518564,,3
0114Y20N005,동교/연남,2,1,202101,49.31977695,100.0,57.80015205,46.7624133,43.42415768,33.88120472,,,3
0199161N161,미아사거리,2,1,202101,23.53567293,100.0,43.13732045,32.70437772,28.27931104,21.55816362,15.76821563,,3
0200212,서면/전포,1,1,202101,32.4796306,100.0,50.35628698,40.20521564,33.48573488,32.67414367,18.36098041,,3
0200Y20N015,수영역,2,1,202101,20.40323477,100.0,46.70530432,28.66711762,24.45011475,19.07398102,,,3
0300N32N032,삼덕/대봉,2,1,202101,21.08729352,100.0,46.48617557,35.55615893,29.92975719,38.21457716,,,3
0400413N413,석남/가정중앙시장,2,1,202101,26.25696862,100.0,43.65727581,38.5119549,36.75838602,45.23230743,26.16053477,,3
0400N34N034,인하대앞,2,1,202101,27.36358854,100.0,46.05904801,29.98086525,27.55558654,,,,3
0800831N831,인덕원,2,1,202101,33.2612388,100.0,41.52304859,39.38278668,33.64788956,27.16394391,,,3
1100N64N064,공주대,2,1,202101,20.82797142,100.0,49.38901208,46.71481138,58.11465061,40.46418037,34.04707697,,3
2600113N113,명지국제도시,3,1,202101,,100.0,35.2726105,27.81769316,26.34207828,25.86955433,25.32888245,,3
2800116N116,청라국제도시,3,1,202101,87.28314803,100.0,39.13393522,31.28599514,27.90987619,25.87227446,29.93064058,,3
4100113N001,김포한강구래,3,1,202101,,100.0,33.59503466,27.19353676,21.75258876,22.24630193,18.83971487,,3
4100113N002,김포한강장기,3,1,202101,,100.0,34.90875298,27.90883792,25.25189093,21.75066659,20.56512588,,3
4100113N003,남양주다산,3,1,202101,22.3024048,100.0,34.53683902,27.74766055,25.86149472,24.66633727,,,3
4100120N122,서판교,3,1,202101,,100.0,46.76821515,37.49412367,36.47331674,35.17730895,32.84925029,,3
4100142N141,파주운정신도시,3,1,202101,,100.0,34.06470986,24.92577227,22.06339138,20.73870454,17.31604352,,3
4100N213N012,배곧신도시,3,1,202101,,100.0,48.18963553,34.35032391,35.62325226,34.11659132,30.02056231,,3
4100N213N013,범계학원가,3,1,202101,23.5981707,100.0,50.50229966,43.16101283,49.35729772,50.23395748,44.93622481,,3
4100N219N211,위례신도시,3,1,202101,49.59369287,100.0,37.34404865,32.71659126,31.71267325,31.19295112,30.00783735,,3
4100N219N212,의정부민락,3,1,202101,,100.0,34.25562805,27.1216045,23.09311365,24.53441005,25.36690405,,3
4300116N116,충북혁신도시,3,1,202101,,100.0,30.5040383,23.06056185,23.61639127,29.73661279,,,3
4600N232N232,광주전남혁신도시,3,1,202101,,100.0,34.00515789,29.14722192,25.60136701,25.11875115,22.38314687,,3
4800118N118,물금지구,3,1,202101,,100.0,35.79448445,32.52031078,27.81393454,27.81685048,49.61468124,,3
0800Y20N026,기흥역,2,1,202201,20.4940814331067,100.0,46.061977820892,31.3363465196309,42.7843663962726,18.994619289196,,,3
0800Y20N027,단대오거리역,2,1,202201,24.322385338405237,100.0,41.529219594175984,35.72035191749854,29.89925614013439,32.16898859697193,45.41611074398425,,3
0800Y20N029,아주대삼거리,2,1,202201,24.293137550602943,100.0,43.748190501250114,32.16583979617547,30.45602465646859,24.52876991896849,19.283162050951805,,3
0800Y20N030,영통역,2,1,202201,25.02696176087864,100.0,42.39536501356218,32.9179851712635,33.1197158974681,29.002348224668456,,,3
1100N67N067,증평광장로,2,1,202201,27.69928783239038,100.0,54.82607196184599,37.87496850703748,68.05860699465221,,,,3
1200N74N074,배방읍,2,1,202201,36.28113163031069,100.0,53.863191403196375,45.12611345909029,39.59535882707967,46.84114194770514,,,3
1500N94N094,밀양원도심/삼문동,2,1,202201,33.4757706649256,100.0,57.8386887116445,39.0385479133275,31.8999927468116,,,,3
1500Y19N017,평거동,2,1,202201,,100.0,30.885712826267785,18.6891512975585,25.69024107079936,27.14407975429608,,,3
