법정동코드
11000
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11110
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11140
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11170
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11200
11215
11215
11215
11215
11215
11215
11215
11215
11230
11230
11230
11230
11230
11230
11230
11230
11230
11230
11230
11260
11260
11260
11260
11260
11260
11260
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11290
11305
11305
11305
11305
11305
11320
11320
11320
11320
11320
11350
11350
11350
11350
11350
11350
11380
11380
11380
11380
11380
11380
11380
11380
11380
11380
11380
11380
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11410
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11440
11470
11470
11470
11470
11500
11500
11500
11500
11500
11500
11500
11500
11500
11500
11500
11500
11500
11500
11530
11530
11530
11530
11530
11530
11530
11530
11530
11530
11530
11545
11545
11545
11545
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11560
11590
11590
11590
11590
11590
11590
11590
11590
11590
11590
11620
11620
11620
11620
11650
11650
11650
11650
11650
11650
11650
11650
11650
11650
11650
11680
11680
11680
11680
11680
11680
11680
11680
11680
11680
11680
11680
11680
11680
11680
11710
11710
11710
11710
11710
11710
11710
11710
11710
11710
11710
11710
11710
11710
11740
11740
11740
11740
11740
11740
11740
11740
11740
11740
26000
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26110
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26140
26170
26170
26170
26170
26170
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26200
26230
26230
26230
26230
26230
26230
26230
26230
26230
26230
26230
26230
26260
26260
26260
26260
26260
26260
26260
26260
26260
26260
26290
26290
26290
26290
26290
26290
26290
26320
26320
26320
26320
26320
26320
26350
26350
26350
26350
26350
26350
26350
26350
26350
26380
26380
26380
26380
26380
26380
26380
26380
26380
26410
26410
26410
26410
26410
26410
26410
26410
26410
26410
26410
26410
26410
26410
26440
26440
26440
26440
26440
26440
26440
26440
26440
